func_provider,func_mem,file_size,src_provider,dest_provider,same_region,upload_time,download_time
aws,2048,1MB,gcp,gcp,True,0.139,0.117
aws,2048,1MB,aws,aws,True,0.227,0.049
aws,2048,1MB,gcp,gcp,True,0.151,0.203
gcp,128,1MB,aws,aws,True,2.057,2.396
gcp,128,0,unknown,unknown,True,0,0
gcp,128,1MB,aws,aws,True,0.555,1.95
gcp,128,0,unknown,unknown,True,0,0
gcp,128,1MB,aws,aws,True,0.578,2.055
gcp,128,0,unknown,unknown,True,0,0
gcp,128,1MB,aws,aws,True,0.624,2.161
gcp,128,0,unknown,unknown,True,0,0
gcp,128,1MB,aws,aws,True,3.1,12.704
gcp,128,0,unknown,unknown,True,0,0
gcp,128,1MB,aws,aws,True,0.541,1.956
gcp,128,0,unknown,unknown,True,0,0
gcp,128,1MB,aws,aws,True,4.203,12.0
gcp,128,0,unknown,unknown,True,0,0
gcp,128,1MB,aws,aws,True,0.596,1.387
gcp,128,0,unknown,unknown,True,0,0
gcp,128,1MB,aws,aws,True,0.603,1.947
gcp,128,0,unknown,unknown,True,0,0
gcp,128,1MB,aws,aws,True,3.5,12.297
gcp,128,0,unknown,unknown,True,0,0
gcp,128,1MB,aws,aws,True,0.5,0.945
gcp,128,0,unknown,unknown,True,0,0
gcp,128,1MB,aws,aws,True,0.539,1.822
gcp,128,0,unknown,unknown,True,0,0
gcp,128,1MB,aws,aws,True,0.561,1.935
gcp,128,0,unknown,unknown,True,0,0
gcp,128,1MB,aws,aws,True,0.5,1.935
gcp,128,0,unknown,unknown,True,0,0
gcp,128,1MB,aws,aws,True,0.519,1.768
gcp,128,0,unknown,unknown,True,0,0
gcp,256,1MB,aws,aws,True,0.564,1.024
gcp,256,1MB,gcp,gcp,True,1.199,1.419
gcp,256,1MB,aws,aws,True,1.233,1.794
gcp,256,1MB,gcp,gcp,True,0.397,0.595
gcp,256,1MB,aws,aws,True,1.202,0.963
gcp,256,1MB,gcp,gcp,True,0.531,0.503
gcp,256,1MB,aws,aws,True,0.87,0.798
gcp,256,1MB,gcp,gcp,True,0.509,0.503
gcp,256,1MB,aws,aws,True,1.639,1.632
gcp,256,1MB,gcp,gcp,True,0.54,0.5
gcp,256,1MB,aws,aws,True,0.641,0.838
gcp,256,1MB,gcp,gcp,True,0.396,0.499
gcp,256,1MB,aws,aws,True,0.553,0.399
gcp,256,1MB,gcp,gcp,True,0.601,0.651
gcp,256,1MB,aws,aws,True,0.521,0.519
gcp,256,1MB,gcp,gcp,True,0.502,0.307
gcp,256,1MB,aws,aws,True,0.963,1.45
gcp,256,1MB,gcp,gcp,True,0.376,0.303
gcp,256,1MB,aws,aws,True,0.607,0.438
gcp,256,1MB,gcp,gcp,True,0.265,0.309
gcp,256,1MB,aws,aws,True,0.568,0.675
gcp,256,1MB,gcp,gcp,True,0.388,0.309
gcp,256,1MB,aws,aws,True,0.558,0.981
gcp,256,1MB,gcp,gcp,True,0.208,0.262
gcp,256,1MB,aws,aws,True,0.507,1.381
gcp,256,1MB,gcp,gcp,True,0.28,0.182
gcp,256,1MB,aws,aws,True,0.747,1.358
gcp,256,1MB,gcp,gcp,True,0.291,0.295
gcp,256,1MB,aws,aws,True,0.571,1.826
gcp,256,1MB,gcp,gcp,True,0.484,0.311
gcp,512,1MB,aws,aws,True,0.461,0.784
gcp,512,1MB,gcp,gcp,True,0.471,0.487
gcp,512,1MB,aws,aws,True,0.407,1.255
gcp,512,1MB,gcp,gcp,True,0.287,0.204
gcp,512,1MB,aws,aws,True,0.425,1.224
gcp,512,1MB,gcp,gcp,True,0.305,0.288
gcp,512,1MB,aws,aws,True,0.459,1.201
gcp,512,1MB,gcp,gcp,True,0.217,0.226
gcp,512,1MB,aws,aws,True,0.591,0.384
gcp,512,1MB,gcp,gcp,True,0.248,0.136
gcp,512,1MB,aws,aws,True,0.476,1.23
gcp,512,1MB,gcp,gcp,True,0.262,0.202
gcp,512,1MB,aws,aws,True,0.431,1.572
gcp,512,1MB,gcp,gcp,True,0.25,0.139
gcp,512,1MB,aws,aws,True,0.463,0.338
gcp,512,1MB,gcp,gcp,True,0.312,0.084
gcp,512,1MB,aws,aws,True,0.642,1.207
gcp,512,1MB,gcp,gcp,True,0.188,0.175
gcp,512,1MB,aws,aws,True,0.446,1.413
gcp,512,1MB,gcp,gcp,True,0.15,0.075
gcp,512,1MB,aws,aws,True,0.481,1.334
gcp,512,1MB,gcp,gcp,True,0.174,0.112
gcp,512,1MB,aws,aws,True,0.612,1.261
gcp,512,1MB,gcp,gcp,True,0.176,0.264
gcp,512,1MB,aws,aws,True,0.519,1.319
gcp,512,1MB,gcp,gcp,True,0.188,0.127
gcp,512,1MB,aws,aws,True,0.457,1.406
gcp,512,1MB,gcp,gcp,True,0.18,0.1
gcp,512,1MB,aws,aws,True,0.432,1.38
gcp,512,1MB,gcp,gcp,True,0.131,0.082
gcp,1024,1MB,aws,aws,True,0.508,1.36
gcp,1024,1MB,gcp,gcp,True,0.309,0.305
gcp,1024,1MB,aws,aws,True,0.436,1.691
gcp,1024,1MB,gcp,gcp,True,0.244,0.156
gcp,1024,1MB,aws,aws,True,0.424,1.138
gcp,1024,1MB,gcp,gcp,True,0.22,0.247
gcp,1024,1MB,aws,aws,True,0.472,1.24
gcp,1024,1MB,gcp,gcp,True,0.257,0.118
gcp,1024,1MB,aws,aws,True,0.422,1.654
gcp,1024,1MB,gcp,gcp,True,0.166,0.097
gcp,1024,1MB,aws,aws,True,0.395,1.392
gcp,1024,1MB,gcp,gcp,True,0.185,0.164
gcp,1024,1MB,aws,aws,True,0.466,1.153
gcp,1024,1MB,gcp,gcp,True,0.152,0.098
gcp,1024,1MB,aws,aws,True,0.425,1.416
gcp,1024,1MB,gcp,gcp,True,0.221,0.076
gcp,1024,1MB,aws,aws,True,0.59,1.446
gcp,1024,1MB,gcp,gcp,True,0.106,0.11
gcp,1024,1MB,aws,aws,True,0.501,1.289
gcp,1024,1MB,gcp,gcp,True,0.16,0.087
gcp,1024,1MB,aws,aws,True,0.455,1.442
gcp,1024,1MB,gcp,gcp,True,0.14,0.065
gcp,1024,1MB,aws,aws,True,0.466,1.447
gcp,1024,1MB,gcp,gcp,True,0.152,0.104
gcp,1024,1MB,aws,aws,True,0.474,1.398
gcp,1024,1MB,gcp,gcp,True,0.12,0.093
gcp,1024,1MB,aws,aws,True,0.514,1.41
gcp,1024,1MB,gcp,gcp,True,0.193,0.154
gcp,1024,1MB,aws,aws,True,0.414,1.577
gcp,1024,1MB,gcp,gcp,True,0.14,0.094
gcp,2048,1MB,aws,aws,True,0.568,1.911
gcp,2048,1MB,gcp,gcp,True,0.275,0.191
gcp,2048,1MB,aws,aws,True,0.446,1.463
gcp,2048,1MB,gcp,gcp,True,0.181,0.101
gcp,2048,1MB,aws,aws,True,0.457,1.286
gcp,2048,1MB,gcp,gcp,True,0.136,0.071
gcp,2048,1MB,aws,aws,True,0.464,1.453
gcp,2048,1MB,gcp,gcp,True,0.13,0.083
gcp,2048,1MB,aws,aws,True,1.956,1.417
gcp,2048,1MB,gcp,gcp,True,0.127,0.107
gcp,2048,1MB,aws,aws,True,0.508,1.308
gcp,2048,1MB,gcp,gcp,True,0.134,0.075
gcp,2048,1MB,aws,aws,True,0.424,1.436
gcp,2048,1MB,gcp,gcp,True,0.159,0.071
gcp,2048,1MB,aws,aws,True,0.458,1.549
gcp,2048,1MB,gcp,gcp,True,0.154,0.092
gcp,2048,1MB,aws,aws,True,0.508,0.885
gcp,2048,1MB,gcp,gcp,True,0.123,0.065
gcp,2048,1MB,aws,aws,True,0.462,0.327
gcp,2048,1MB,gcp,gcp,True,0.155,0.087
gcp,2048,1MB,aws,aws,True,0.557,0.694
gcp,2048,1MB,gcp,gcp,True,0.107,0.066
gcp,2048,1MB,aws,aws,True,0.502,0.484
gcp,2048,1MB,gcp,gcp,True,0.155,0.092
gcp,2048,1MB,aws,aws,True,0.422,0.299
gcp,2048,1MB,gcp,gcp,True,0.135,0.069
gcp,2048,1MB,aws,aws,True,0.469,0.343
gcp,2048,1MB,gcp,gcp,True,0.121,0.07
gcp,2048,1MB,aws,aws,True,0.58,0.287
gcp,2048,1MB,gcp,gcp,True,0.141,0.076
aws,128,0,unknown,unknown,True,0,0
aws,128,1MB,gcp,gcp,True,4.72,3.481
aws,128,0,unknown,unknown,True,0,0
aws,256,1MB,aws,aws,True,1.961,16.699
aws,256,1MB,gcp,gcp,True,0.93,1.138
aws,256,1MB,aws,aws,True,0.561,0.945
aws,512,1MB,aws,aws,True,0.882,5.244
aws,512,1MB,gcp,gcp,True,0.453,0.536
aws,512,1MB,aws,aws,True,0.474,0.364
aws,1024,1MB,aws,aws,True,0.587,2.202
aws,1024,1MB,gcp,gcp,True,0.317,0.318
aws,1024,1MB,aws,aws,True,0.242,0.175
aws,2048,1MB,aws,aws,True,0.359,1.485
aws,2048,1MB,gcp,gcp,True,0.216,0.262
aws,2048,1MB,aws,aws,True,0.212,0.131
gcp,128,1MB,aws,aws,True,0.539,2.03
gcp,128,0,unknown,unknown,True,0,0
gcp,128,1MB,aws,aws,True,0.533,1.971
gcp,256,1MB,aws,aws,True,2.499,7.303
gcp,256,1MB,gcp,gcp,True,0.904,1.497
gcp,256,1MB,aws,aws,True,1.385,1.12
gcp,512,1MB,aws,aws,True,0.498,1.916
gcp,512,1MB,gcp,gcp,True,0.58,0.482
gcp,512,1MB,aws,aws,True,0.453,1.4
gcp,1024,0,unknown,unknown,True,0,0
gcp,1024,1MB,gcp,gcp,True,0.465,0.594
gcp,1024,1MB,aws,aws,True,0.848,1.451
gcp,2048,1MB,aws,aws,True,0.553,1.742
gcp,2048,1MB,gcp,gcp,True,0.232,0.132
gcp,2048,1MB,aws,aws,True,0.457,1.34
aws,128,0,unknown,unknown,True,0,0
aws,128,10KB,gcp,gcp,True,3.522,0.382
aws,128,0,unknown,unknown,True,0,0
aws,128,10KB,gcp,gcp,True,2.688,0.322
aws,128,0,unknown,unknown,True,0,0
aws,128,10KB,gcp,gcp,True,1.405,0.281
aws,128,0,unknown,unknown,True,0,0
aws,128,10KB,gcp,gcp,True,2.521,0.562
aws,128,0,unknown,unknown,True,0,0
aws,128,10KB,gcp,gcp,True,3.599,0.598
aws,128,0,unknown,unknown,True,0,0
aws,128,10KB,gcp,gcp,True,3.816,0.402
aws,128,0,unknown,unknown,True,0,0
aws,128,10KB,gcp,gcp,True,3.098,0.578
aws,128,0,unknown,unknown,True,0,0
aws,128,10KB,gcp,gcp,True,4.116,0.581
aws,128,0,unknown,unknown,True,0,0
aws,128,10KB,gcp,gcp,True,2.209,0.503
aws,128,0,unknown,unknown,True,0,0
aws,128,10KB,gcp,gcp,True,3.98,0.402
aws,128,0,unknown,unknown,True,0,0
aws,128,10KB,gcp,gcp,True,4.328,0.381
aws,128,0,unknown,unknown,True,0,0
aws,128,10KB,gcp,gcp,True,2.28,0.659
aws,128,0,unknown,unknown,True,0,0
aws,128,10KB,gcp,gcp,True,3.961,1.078
aws,128,0,unknown,unknown,True,0,0
aws,128,10KB,gcp,gcp,True,2.898,0.622
aws,128,0,unknown,unknown,True,0,0
aws,128,10KB,gcp,gcp,True,4.463,0.659
aws,256,10KB,aws,aws,True,2.958,9.92
aws,256,10KB,gcp,gcp,True,0.779,0.181
aws,256,10KB,aws,aws,True,0.403,0.401
aws,256,10KB,gcp,gcp,True,0.562,0.175
aws,256,10KB,aws,aws,True,0.494,0.377
aws,256,10KB,gcp,gcp,True,0.261,0.103
aws,256,10KB,aws,aws,True,0.242,0.195
aws,256,10KB,gcp,gcp,True,0.369,0.158
aws,256,10KB,aws,aws,True,0.639,0.294
aws,256,10KB,gcp,gcp,True,0.3,0.127
aws,256,10KB,aws,aws,True,0.418,0.342
aws,256,10KB,gcp,gcp,True,0.282,0.073
aws,256,10KB,aws,aws,True,0.394,0.298
aws,256,10KB,gcp,gcp,True,0.28,0.119
aws,256,10KB,aws,aws,True,0.275,0.281
aws,256,10KB,gcp,gcp,True,0.255,0.087
aws,256,10KB,aws,aws,True,0.246,0.158
aws,256,10KB,gcp,gcp,True,0.241,0.061
aws,256,10KB,aws,aws,True,0.257,0.256
aws,256,10KB,gcp,gcp,True,0.17,0.062
aws,256,10KB,aws,aws,True,0.278,0.155
aws,256,10KB,gcp,gcp,True,0.212,0.119
aws,256,10KB,aws,aws,True,0.301,0.219
aws,256,10KB,gcp,gcp,True,0.201,0.084
aws,256,10KB,aws,aws,True,0.339,0.226
aws,256,10KB,gcp,gcp,True,0.28,0.124
aws,256,10KB,aws,aws,True,0.35,0.357
aws,256,10KB,gcp,gcp,True,0.283,0.065
aws,256,10KB,aws,aws,True,0.399,0.261
aws,256,10KB,gcp,gcp,True,0.163,0.104
aws,512,10KB,aws,aws,True,0.902,5.303
aws,512,10KB,gcp,gcp,True,0.305,0.074
aws,512,10KB,aws,aws,True,0.258,0.199
aws,512,10KB,gcp,gcp,True,0.34,0.078
aws,512,10KB,aws,aws,True,0.257,0.098
aws,512,10KB,gcp,gcp,True,0.165,0.119
aws,512,10KB,aws,aws,True,0.193,0.104
aws,512,10KB,gcp,gcp,True,0.155,0.071
aws,512,10KB,aws,aws,True,0.232,0.151
aws,512,10KB,gcp,gcp,True,0.161,0.059
aws,512,10KB,aws,aws,True,0.34,0.2
aws,512,10KB,gcp,gcp,True,0.258,0.079
aws,512,10KB,aws,aws,True,0.171,0.141
aws,512,10KB,gcp,gcp,True,0.121,0.073
aws,512,10KB,aws,aws,True,0.15,0.087
aws,512,10KB,gcp,gcp,True,0.182,0.059
aws,512,10KB,aws,aws,True,0.13,0.098
aws,512,10KB,gcp,gcp,True,0.135,0.068
aws,512,10KB,aws,aws,True,0.118,0.102
aws,512,10KB,gcp,gcp,True,0.169,0.074
aws,512,10KB,aws,aws,True,0.152,0.181
aws,512,10KB,gcp,gcp,True,0.151,0.106
aws,512,10KB,aws,aws,True,0.194,0.117
aws,512,10KB,gcp,gcp,True,0.128,0.067
aws,512,10KB,aws,aws,True,0.217,0.126
aws,512,10KB,gcp,gcp,True,0.287,0.12
aws,512,10KB,aws,aws,True,0.661,2.141
aws,512,10KB,gcp,gcp,True,0.262,0.141
aws,512,10KB,aws,aws,True,0.431,0.214
aws,512,10KB,gcp,gcp,True,0.2,0.068
aws,1024,10KB,aws,aws,True,0.436,2.256
aws,1024,10KB,gcp,gcp,True,0.195,0.063
aws,1024,10KB,aws,aws,True,0.189,0.122
aws,1024,10KB,gcp,gcp,True,0.179,0.138
aws,1024,10KB,aws,aws,True,0.118,0.115
aws,1024,10KB,gcp,gcp,True,0.238,0.079
aws,1024,10KB,aws,aws,True,0.149,0.121
aws,1024,10KB,gcp,gcp,True,0.127,0.135
aws,1024,10KB,aws,aws,True,0.103,0.077
aws,1024,10KB,gcp,gcp,True,0.157,0.063
aws,1024,10KB,aws,aws,True,0.139,0.079
aws,1024,10KB,gcp,gcp,True,0.178,0.062
aws,1024,10KB,aws,aws,True,0.193,0.158
aws,1024,10KB,gcp,gcp,True,0.129,0.142
aws,1024,10KB,aws,aws,True,0.089,0.041
aws,1024,10KB,gcp,gcp,True,0.14,0.093
aws,1024,10KB,aws,aws,True,0.06,0.044
aws,1024,10KB,gcp,gcp,True,0.145,0.06
aws,1024,10KB,aws,aws,True,0.103,0.052
aws,1024,10KB,gcp,gcp,True,0.158,0.071
aws,1024,10KB,aws,aws,True,0.119,0.046
aws,1024,10KB,gcp,gcp,True,5.159,0.138
aws,1024,10KB,aws,aws,True,0.138,0.051
aws,1024,10KB,gcp,gcp,True,0.139,0.14
aws,1024,10KB,aws,aws,True,0.4,2.501
aws,1024,10KB,gcp,gcp,True,0.177,0.068
aws,1024,10KB,aws,aws,True,0.218,0.099
aws,1024,10KB,gcp,gcp,True,0.143,0.138
aws,1024,10KB,aws,aws,True,0.112,0.105
aws,1024,10KB,gcp,gcp,True,0.128,0.145
aws,2048,10KB,aws,aws,True,0.322,1.382
aws,2048,10KB,gcp,gcp,True,0.182,0.085
aws,2048,10KB,aws,aws,True,0.141,0.073
aws,2048,10KB,gcp,gcp,True,0.139,0.147
aws,2048,10KB,aws,aws,True,0.162,0.067
aws,2048,10KB,gcp,gcp,True,0.132,0.129
aws,2048,10KB,aws,aws,True,0.089,0.038
aws,2048,10KB,gcp,gcp,True,0.126,0.142
aws,2048,10KB,aws,aws,True,0.087,0.05
aws,2048,10KB,gcp,gcp,True,0.255,0.224
aws,2048,10KB,aws,aws,True,0.133,0.052
aws,2048,10KB,gcp,gcp,True,0.296,0.141
aws,2048,10KB,aws,aws,True,0.083,0.034
aws,2048,10KB,gcp,gcp,True,0.154,0.151
aws,2048,10KB,aws,aws,True,0.077,0.037
aws,2048,10KB,gcp,gcp,True,0.136,0.144
aws,2048,10KB,aws,aws,True,0.076,0.054
aws,2048,10KB,gcp,gcp,True,0.117,0.135
aws,2048,10KB,aws,aws,True,0.151,0.039
aws,2048,10KB,gcp,gcp,True,0.131,0.06
aws,2048,10KB,aws,aws,True,0.1,0.05
aws,2048,10KB,gcp,gcp,True,0.129,0.058
aws,2048,10KB,aws,aws,True,0.415,1.239
aws,2048,10KB,gcp,gcp,True,0.144,0.059
aws,2048,10KB,aws,aws,True,0.127,0.091
aws,2048,10KB,gcp,gcp,True,0.125,0.083
aws,2048,10KB,aws,aws,True,0.177,0.062
aws,2048,10KB,gcp,gcp,True,0.2,0.058
aws,2048,10KB,aws,aws,True,0.119,0.045
aws,2048,10KB,gcp,gcp,True,0.127,0.059
gcp,128,10KB,aws,aws,True,0.795,0.502
gcp,128,0,unknown,unknown,True,0,0
gcp,128,10KB,aws,aws,True,2.991,10.398
gcp,128,10KB,gcp,gcp,True,2.201,0.106
gcp,128,10KB,aws,aws,True,0.802,0.8
gcp,128,10KB,gcp,gcp,True,0.803,0.296
gcp,128,10KB,aws,aws,True,1.305,6.733
gcp,128,10KB,gcp,gcp,True,1.302,0.197
gcp,128,10KB,aws,aws,True,0.622,0.902
gcp,128,10KB,gcp,gcp,True,0.6,0.199
gcp,128,10KB,aws,aws,True,0.668,0.704
gcp,128,0,unknown,unknown,True,0,0
gcp,128,10KB,aws,aws,True,0.31,0.714
gcp,128,10KB,gcp,gcp,True,1.603,0.193
gcp,128,10KB,aws,aws,True,0.798,0.779
gcp,128,10KB,gcp,gcp,True,0.465,0.232
gcp,128,10KB,aws,aws,True,0.555,0.771
gcp,128,10KB,gcp,gcp,True,1.595,0.104
gcp,128,10KB,aws,aws,True,1.898,5.3
gcp,128,10KB,gcp,gcp,True,0.6,0.296
gcp,128,10KB,aws,aws,True,0.8,0.799
gcp,128,10KB,gcp,gcp,True,0.498,0.199
gcp,128,10KB,aws,aws,True,0.815,0.7
gcp,128,10KB,gcp,gcp,True,0.601,0.039
gcp,128,10KB,aws,aws,True,0.551,0.598
gcp,128,10KB,gcp,gcp,True,0.502,0.099
gcp,128,10KB,aws,aws,True,0.793,0.597
gcp,128,0,unknown,unknown,True,0,0
gcp,128,10KB,aws,aws,True,0.258,0.743
gcp,128,10KB,gcp,gcp,True,1.901,0.198
gcp,256,10KB,aws,aws,True,0.695,0.666
gcp,256,10KB,gcp,gcp,True,0.499,0.19
gcp,256,10KB,aws,aws,True,0.602,0.414
gcp,256,10KB,gcp,gcp,True,0.203,0.197
gcp,256,10KB,aws,aws,True,0.4,0.407
gcp,256,10KB,gcp,gcp,True,0.399,0.099
gcp,256,10KB,aws,aws,True,0.341,0.308
gcp,256,10KB,gcp,gcp,True,0.203,0.098
gcp,256,10KB,aws,aws,True,0.538,0.377
gcp,256,10KB,gcp,gcp,True,0.201,0.032
gcp,256,10KB,aws,aws,True,0.336,0.285
gcp,256,10KB,gcp,gcp,True,0.194,0.035
gcp,256,10KB,aws,aws,True,0.401,0.231
gcp,256,10KB,gcp,gcp,True,0.167,0.066
gcp,256,10KB,aws,aws,True,0.335,0.268
gcp,256,10KB,gcp,gcp,True,0.198,0.05
gcp,256,10KB,aws,aws,True,0.218,0.209
gcp,256,10KB,gcp,gcp,True,0.201,0.038
gcp,256,10KB,aws,aws,True,0.452,0.278
gcp,256,10KB,gcp,gcp,True,0.399,0.099
gcp,256,10KB,aws,aws,True,0.285,0.257
gcp,256,10KB,gcp,gcp,True,0.116,0.035
gcp,256,10KB,aws,aws,True,0.458,0.261
gcp,256,10KB,gcp,gcp,True,0.202,0.099
gcp,256,10KB,aws,aws,True,0.591,0.256
gcp,256,10KB,gcp,gcp,True,0.177,0.037
gcp,256,10KB,aws,aws,True,0.595,0.245
gcp,256,10KB,gcp,gcp,True,0.152,0.044
gcp,256,10KB,aws,aws,True,0.289,0.226
gcp,256,10KB,gcp,gcp,True,0.103,0.038
gcp,512,10KB,aws,aws,True,0.281,0.254
gcp,512,10KB,gcp,gcp,True,0.305,0.076
gcp,512,10KB,aws,aws,True,0.439,0.18
gcp,512,10KB,gcp,gcp,True,0.205,0.077
gcp,512,10KB,aws,aws,True,0.33,0.16
gcp,512,10KB,gcp,gcp,True,0.177,0.036
gcp,512,10KB,aws,aws,True,0.265,0.222
gcp,512,10KB,gcp,gcp,True,0.18,0.043
gcp,512,10KB,aws,aws,True,0.26,0.147
gcp,512,10KB,gcp,gcp,True,0.12,0.034
gcp,512,10KB,aws,aws,True,0.212,0.174
gcp,512,10KB,gcp,gcp,True,0.1,0.038
gcp,512,10KB,aws,aws,True,0.219,0.197
gcp,512,10KB,gcp,gcp,True,0.124,0.034
gcp,512,10KB,aws,aws,True,0.395,0.16
gcp,512,10KB,gcp,gcp,True,0.16,0.035
gcp,512,10KB,aws,aws,True,0.225,0.156
gcp,512,10KB,gcp,gcp,True,0.085,0.04
gcp,512,10KB,aws,aws,True,0.257,0.221
gcp,512,10KB,gcp,gcp,True,0.099,0.049
gcp,512,10KB,aws,aws,True,0.233,0.154
gcp,512,10KB,gcp,gcp,True,0.111,0.053
gcp,512,10KB,aws,aws,True,0.212,0.16
gcp,512,10KB,gcp,gcp,True,0.12,0.036
gcp,512,10KB,aws,aws,True,0.301,0.262
gcp,512,10KB,gcp,gcp,True,0.098,0.04
gcp,512,10KB,aws,aws,True,0.237,0.183
gcp,512,10KB,gcp,gcp,True,0.111,0.048
gcp,512,10KB,aws,aws,True,0.293,0.152
gcp,512,10KB,gcp,gcp,True,0.112,0.051
gcp,1024,10KB,aws,aws,True,0.267,0.194
gcp,1024,10KB,gcp,gcp,True,0.118,0.034
gcp,1024,10KB,aws,aws,True,0.228,0.173
gcp,1024,10KB,gcp,gcp,True,0.109,0.042
gcp,1024,10KB,aws,aws,True,0.221,0.171
gcp,1024,10KB,gcp,gcp,True,0.139,0.047
gcp,1024,10KB,aws,aws,True,0.206,0.157
gcp,1024,10KB,gcp,gcp,True,0.097,0.041
gcp,1024,10KB,aws,aws,True,0.234,0.14
gcp,1024,10KB,gcp,gcp,True,0.117,0.043
gcp,1024,10KB,aws,aws,True,0.214,0.154
gcp,1024,10KB,gcp,gcp,True,0.101,0.035
gcp,1024,10KB,aws,aws,True,0.223,0.164
gcp,1024,10KB,gcp,gcp,True,0.112,0.046
gcp,1024,10KB,aws,aws,True,0.301,0.177
gcp,1024,10KB,gcp,gcp,True,0.117,0.035
gcp,1024,10KB,aws,aws,True,0.243,0.143
gcp,1024,10KB,gcp,gcp,True,0.105,0.038
gcp,1024,10KB,aws,aws,True,0.194,0.159
gcp,1024,10KB,gcp,gcp,True,0.087,0.042
gcp,1024,10KB,aws,aws,True,0.214,0.167
gcp,1024,10KB,gcp,gcp,True,0.154,0.047
gcp,1024,10KB,aws,aws,True,0.224,0.166
gcp,1024,10KB,gcp,gcp,True,0.21,0.04
gcp,1024,10KB,aws,aws,True,0.224,0.146
gcp,1024,10KB,gcp,gcp,True,0.099,0.032
gcp,1024,10KB,aws,aws,True,0.21,0.158
gcp,1024,10KB,gcp,gcp,True,0.096,0.154
gcp,1024,10KB,aws,aws,True,0.229,0.167
gcp,1024,10KB,gcp,gcp,True,0.093,0.034
gcp,2048,10KB,aws,aws,True,0.191,0.158
gcp,2048,10KB,gcp,gcp,True,0.111,0.075
gcp,2048,10KB,aws,aws,True,0.243,0.126
gcp,2048,10KB,gcp,gcp,True,0.103,0.039
gcp,2048,10KB,aws,aws,True,0.203,0.138
gcp,2048,10KB,gcp,gcp,True,0.105,0.045
gcp,2048,10KB,aws,aws,True,0.208,0.143
gcp,2048,10KB,gcp,gcp,True,0.109,0.053
gcp,2048,10KB,aws,aws,True,0.178,0.141
gcp,2048,10KB,gcp,gcp,True,0.091,0.034
gcp,2048,10KB,aws,aws,True,0.17,0.118
gcp,2048,10KB,gcp,gcp,True,0.093,0.032
gcp,2048,10KB,aws,aws,True,0.281,0.114
gcp,2048,10KB,gcp,gcp,True,0.108,0.033
gcp,2048,10KB,aws,aws,True,0.195,0.116
gcp,2048,10KB,gcp,gcp,True,0.1,0.033
gcp,2048,10KB,aws,aws,True,0.153,0.131
gcp,2048,10KB,gcp,gcp,True,0.097,0.039
gcp,2048,10KB,aws,aws,True,0.153,0.114
gcp,2048,10KB,gcp,gcp,True,0.087,0.041
gcp,2048,10KB,aws,aws,True,0.269,0.122
gcp,2048,10KB,gcp,gcp,True,0.091,0.042
gcp,2048,10KB,aws,aws,True,0.203,0.121
gcp,2048,10KB,gcp,gcp,True,0.088,0.037
gcp,2048,10KB,aws,aws,True,0.177,0.12
gcp,2048,10KB,gcp,gcp,True,0.098,0.036
gcp,2048,10KB,aws,aws,True,0.242,0.122
gcp,2048,10KB,gcp,gcp,True,0.091,0.036
gcp,2048,10KB,aws,aws,True,0.159,0.12
gcp,2048,10KB,gcp,gcp,True,0.105,0.049
aws,128,0,unknown,unknown,True,0,0
aws,128,10KB,gcp,gcp,True,1.06,0.141
aws,128,0,unknown,unknown,True,0,0
aws,256,10KB,aws,aws,True,2.64,10.54
aws,256,10KB,gcp,gcp,True,0.54,0.1
aws,256,10KB,aws,aws,True,0.561,0.427
aws,512,10KB,aws,aws,True,0.982,4.778
aws,512,10KB,gcp,gcp,True,0.261,0.073
aws,512,10KB,aws,aws,True,0.26,0.151
aws,1024,10KB,aws,aws,True,0.687,2.439
aws,1024,10KB,gcp,gcp,True,0.182,0.079
aws,1024,10KB,aws,aws,True,0.176,0.117
aws,2048,10KB,aws,aws,True,0.365,1.315
aws,2048,10KB,gcp,gcp,True,0.153,0.069
aws,2048,10KB,aws,aws,True,0.058,0.111
gcp,128,10KB,aws,aws,True,0.288,0.782
gcp,128,10KB,gcp,gcp,True,1.801,0.294
gcp,128,10KB,aws,aws,True,0.798,0.503
gcp,256,10KB,aws,aws,True,0.303,0.714
gcp,256,10KB,gcp,gcp,True,0.798,0.196
gcp,256,10KB,aws,aws,True,0.495,0.401
gcp,512,10KB,aws,aws,True,0.257,0.756
gcp,512,10KB,gcp,gcp,True,0.396,0.092
gcp,512,10KB,aws,aws,True,0.257,0.199
gcp,1024,10KB,aws,aws,True,0.497,1.693
gcp,1024,10KB,gcp,gcp,True,0.265,0.062
gcp,1024,10KB,aws,aws,True,0.213,0.318
gcp,2048,0,unknown,unknown,True,0,0
gcp,2048,10KB,gcp,gcp,True,0.184,0.067
gcp,2048,10KB,aws,aws,True,0.352,0.564
aws,128,0,unknown,unknown,True,0,0
aws,128,10MB,gcp,gcp,True,8.58,4.258
aws,128,0,unknown,unknown,True,0,0
aws,128,10MB,gcp,gcp,True,9.323,4.259
aws,128,0,unknown,unknown,True,0,0
aws,128,10MB,gcp,gcp,True,10.201,6.938
aws,128,0,unknown,unknown,True,0,0
aws,128,10MB,gcp,gcp,True,12.42,4.62
aws,128,0,unknown,unknown,True,0,0
aws,128,10MB,gcp,gcp,True,12.701,3.759
aws,128,0,unknown,unknown,True,0,0
aws,128,10MB,gcp,gcp,True,9.221,6.997
